,Scientific_name,English_name,Recording_ID,Library,Country,Locality,Latitude,Longitude,Date,Recordist,URL
5444,Lampornis hemileucus,NA,FLMNH14407,FLMNH,Costa Rica,"San José (Provincia), San José (Cantón), San José (Distrito), near to, Parque Nacional Braulio Carrillo, Near Estación La Montura",NA,NA,11/05/89,F. Gary Stiles,NA
5445,Lampornis hemileucus,NA,FLMNH16013,FLMNH,Costa Rica,"Alajuela (Provincia), San Ramón (Cantón), San Ramón (Distrito), Reserva Biológica Alberto Manuel Brenes",NA,NA,5/02/92,F. Gary Stiles,NA
5446,Lampornis hemileucus,NA,LBUCR000235,LBUCR,Costa Rica,Tapantí,NA,NA,989366400,Julio Sanchez,NA
5447,Lampornis hemileucus,White-bellied Mountaingem,119781,Xeno-Canto,Costa Rica,"Tapanti National Park, Rio Grande de Orosi entrance, Costa Rica",9.762,-83.7876,7/01/13,Pritam Baruah,http://www.xeno-canto.org/119781
5448,Lampornis hemileucus,White-bellied Mountaingem,274463,Xeno-Canto,Costa Rica,"area around Kiri lodge near Tapantí NP, Cartago",9.6448,-83.7717,15/03/10,Peter Boesman,http://www.xeno-canto.org/274463
5449,Lampornis hemileucus,White-bellied Mountaingem,367566,Xeno-Canto,Panama,"Fortuna Forest Reserve, Chiriquí",8.7802,-82.2044,29/04/17,Kent Livezey,https://www.xeno-canto.org/367566
5450,Lampornis sybillae,Green-breasted Mountaingem,62094,Xeno-Canto,Honduras,"Parque Nacional La Tigra, Francisco Morazan",NA,NA,10/09/10,Jon King,http://www.xeno-canto.org/62094
5451,Lampornis sybillae,Green-breasted Mountaingem,62095,Xeno-Canto,Honduras,"Parque Nacional La Tigra, Francisco Morazan",NA,NA,10/09/10,Jon King,http://www.xeno-canto.org/62095
5452,Lampornis sybillae,Green-breasted Mountaingem,70348,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,18/01/11,John van Dort,http://www.xeno-canto.org/70348
5453,Lampornis sybillae,Green-breasted Mountaingem,70349,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,18/01/11,John van Dort,http://www.xeno-canto.org/70349
5454,Lampornis sybillae,Green-breasted Mountaingem,70350,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,18/01/11,John van Dort,http://www.xeno-canto.org/70350
5455,Lampornis sybillae,Green-breasted Mountaingem,70364,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,18/01/11,John van Dort,http://www.xeno-canto.org/70364
5456,Lampornis sybillae,Green-breasted Mountaingem,70365,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,18/01/11,John van Dort,http://www.xeno-canto.org/70365
5457,Lampornis sybillae,Green-breasted Mountaingem,70366,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,19/01/11,John van Dort,http://www.xeno-canto.org/70366
5458,Lampornis sybillae,Green-breasted Mountaingem,70369,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,19/01/11,John van Dort,http://www.xeno-canto.org/70369
5459,Lampornis sybillae,Green-breasted Mountaingem,70370,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,19/01/11,John van Dort,http://www.xeno-canto.org/70370
5460,Lampornis sybillae,Green-breasted Mountaingem,70374,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,19/01/11,John van Dort,http://www.xeno-canto.org/70374
5461,Lampornis sybillae,Green-breasted Mountaingem,70375,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,19/01/11,John van Dort,http://www.xeno-canto.org/70375
5462,Lampornis sybillae,Green-breasted Mountaingem,71591,Xeno-Canto,Honduras,"Reserva Biológica Monte Uyuca, Honduras",14.032,-87.0689,10/02/11,John van Dort,http://www.xeno-canto.org/71591
5463,Lampornis sybillae,Green-breasted Mountaingem,105931,Xeno-Canto,Honduras,"Montaña El Jilguero, Opatoro",14.171,-87.894,12/07/12,Mayron Mckewy Mejia,http://www.xeno-canto.org/105931
5464,Lampornis sybillae,Green-breasted Mountaingem,187071,Xeno-Canto,Honduras,"Cabot House, Reserva Biológica Monte Uyuca",14.034,-87.075,12/07/14,Oliver Komar,http://www.xeno-canto.org/187071
5465,Lampornis sybillae,Green-breasted Mountaingem,213669,Xeno-Canto,Honduras,"Parque Nacional La Muralla, Olancho",15.0294,-86.7951,14/02/15,John van Dort,http://www.xeno-canto.org/213669
5466,Lampornis sybillae,Green-breasted Mountaingem,289196,Xeno-Canto,Honduras,Parque Nacional La Tigra,14.239,-87.089,8/11/15,Alfonso Auerbach,http://www.xeno-canto.org/289196
5467,Lampornis sybillae,Green-breasted Mountaingem,336563,Xeno-Canto,Honduras,"Reserva Biol. Cerro Uyuca, Francisco Morazán",14.0285,-87.0721,13/06/16,jaqueline chuquillanqui gomez,https://www.xeno-canto.org/336563
5468,Lampornis sybillae,Green-breasted Mountaingem,349891,Xeno-Canto,Honduras,"Reserva Biol. Cerro Uyuca, Francisco Morazán",14.0285,-87.0721,28/12/16,Nick Komar,https://www.xeno-canto.org/349891
5469,Lampornis sybillae,Green-breasted Mountaingem,349893,Xeno-Canto,Honduras,"Reserva Biol. Cerro Uyuca, Francisco Morazán",14.0285,-87.0721,28/12/16,Nick Komar,https://www.xeno-canto.org/349893
5470,Lampornis sybillae,Green-breasted Mountaingem,349894,Xeno-Canto,Honduras,"Reserva Biol. Cerro Uyuca, Francisco Morazán",14.0285,-87.0721,28/12/16,Nick Komar,https://www.xeno-canto.org/349894
5471,Lampornis sybillae,Green-breasted Mountaingem,349895,Xeno-Canto,Honduras,"Reserva Biol. Cerro Uyuca, Francisco Morazán",14.0285,-87.0721,28/12/16,Nick Komar,https://www.xeno-canto.org/349895
5472,Lampornis sybillae,Green-breasted Mountaingem,383806,Xeno-Canto,Honduras,"Parque Nacional La Muralla, Olancho",15.0294,-86.7951,18/08/17,Alfonso Auerbach,https://www.xeno-canto.org/383806
5473,Lampornis viridipallens,Green-throated Mountain-gem,BLB22403,Borror,El Salvador,"Cerro Verda, Santa Ana, El Salvador",13.8333,-89.6333,30/10/72,"Thurber, W. A. (Walter A.)",http://osuc.osu.edu/blbmp3s/BLB22403.mp3
5474,Lampornis viridipallens,Green-throated Mountain-gem,BLB22404,Borror,El Salvador,"Cerro Verda, Santa Ana, El Salvador",13.8333,-89.6333,5/09/77,"Thurber, W. A. (Walter A.)",http://osuc.osu.edu/blbmp3s/BLB22404.mp3
5475,Lampornis viridipallens,Green-throated Mountain-gem,BLB22405,Borror,El Salvador,"Cero Verda, Santa Ana, El Salvador",13.8333,-89.6333,5/09/77,"Thurber, W. A. (Walter A.)",http://osuc.osu.edu/blbmp3s/BLB22405.mp3
5476,Lampornis viridipallens,Green-throated Mountain-gem,FLMNH11605,FLMNH,Mexico,"Chiapas, El Triunfo",NA,NA,5/04/87,Greg Lasley,NA
5477,Lampornis viridipallens,Green-throated Mountain-gem,ML101,Macaulay Library,El Salvador,"Santa Ana,,",NA,NA,5/09/77,"Thurber, Walter A",https://macaulaylibrary.org/asset/101
5478,Lampornis viridipallens,Green-throated Mountain-gem,ML102,Macaulay Library,El Salvador,"Santa Ana,,Cerro Verde",NA,NA,5/09/77,"Thurber, Walter A",https://macaulaylibrary.org/asset/102
5479,Lampornis viridipallens,Green-throated Mountain-gem,ML6161,Macaulay Library,El Salvador,"Santa Ana,,CERRO VERDE",13.8333333,-89.6333333,30/10/72,"Thurber, Walter A",https://macaulaylibrary.org/asset/6161
5480,Lampornis viridipallens,Green-throated Mountain-gem,ML135559,Macaulay Library,Mexico,"Chiapas,,El Triunfo Parque National; Costa Trail",15.63084,-92.8039,15/11/13,"Borgmann, Kathi",https://macaulaylibrary.org/asset/135559
5481,Lampornis viridipallens,Green-throated Mountain-gem,ML186840,Macaulay Library,Mexico,"Chiapas,,Parque Nacional Lagunas de Montebello",16.1134667,-91.6784,10/01/06,"Pieplow, Nathan D",https://macaulaylibrary.org/asset/186840
5482,Lampornis viridipallens,Green-throated Mountain-gem,ML186842,Macaulay Library,Mexico,"Chiapas,,Parque Nacional Lagunas de Montebello",16.1134667,-91.6784,10/01/06,"Pieplow, Nathan D",https://macaulaylibrary.org/asset/186842
5483,Lampornis viridipallens,Green-throated Mountaingem,70033,Xeno-Canto,El Salvador,Montecristo National Park,14.412,-89.3595,11/01/11,John van Dort,http://www.xeno-canto.org/70033
5484,Lampornis viridipallens,Green-throated Mountaingem,201014,Xeno-Canto,El Salvador,"Parque Nacional  Los Volcanes-Sector Cerro Verde, Santa Ana.",13.8257,-89.622,31/10/14,Walter Rivera,http://www.xeno-canto.org/201014
5485,Lampornis viridipallens,Green-throated Mountaingem,61037,Xeno-Canto,Guatemala,"Finca El Pilar, San Cristobal El Bajo, Sacatepequez",14.5414,-90.7153,18/08/10,Jon King,http://www.xeno-canto.org/61037
5486,Lampornis viridipallens,Green-throated Mountaingem,192162,Xeno-Canto,Honduras,Cusuco National Park,15.552,-88.296,10/06/14,Samuel Jones,http://www.xeno-canto.org/192162
5487,Lampornis viridipallens,Green-throated Mountaingem,5100,Xeno-Canto,Mexico,"Lagos de Montebello, Chiapas",16.1009,-91.68,10/01/06,Nathan Pieplow,http://www.xeno-canto.org/5100
5488,Lampornis viridipallens,Green-throated Mountaingem,96727,Xeno-Canto,Mexico,"Mexico, Chiapas El Triunfo",15.6,-92.744,26/02/12,manuel Grosselet,http://www.xeno-canto.org/96727
5489,Lampornis viridipallens,Green-throated Mountaingem,224772,Xeno-Canto,Mexico,"Lagos de Montebello, Chiapas",16.1,-91.7,12/04/03,Peter Boesman,http://www.xeno-canto.org/224772
5490,Lampornis viridipallens,Green-throated Mountaingem,256325,Xeno-Canto,Mexico,"Quetzal Camp, El Triunfo, Chiapas",15.7199,-92.9332,13/03/15,Frank Lambert,http://www.xeno-canto.org/256325
5491,Lampornis viridipallens,Green-throated Mountaingem,256326,Xeno-Canto,Mexico,"Quetzal Camp, El Triunfo, Chiapas",15.7199,-92.9332,13/03/15,Frank Lambert,http://www.xeno-canto.org/256326
5492,Lampornis viridipallens,Green-throated Mountaingem,334631,Xeno-Canto,Mexico,"Campamento El Triunfo, Chiapas",15.6569,-92.8091,24/03/15,Richard E. Webster,https://www.xeno-canto.org/334631
5493,Lamprolaima rhami,Garnet-throated Hummingbird,ML86641,Macaulay Library,Mexico,"Chiapas,,10.0 km SE of San Cristobal de las Casas",16.65,-92.5833333,11/01/93,"Duncan, Charles D",https://macaulaylibrary.org/asset/86641
5494,Lamprolaima rhami,Garnet-throated Hummingbird,233101,Xeno-Canto,Guatemala,"Chelemha Private Reserve, Alta Verapaz",15.3863,-90.0625,19/03/15,Nick Komar,http://www.xeno-canto.org/233101
5495,Lamprolaima rhami,Garnet-throated Hummingbird,398905,Xeno-Canto,Mexico,"3.5 km southwest of La Esperanza, Oaxaca",17.6017,-96.3873,23/12/17,Dan Lane,https://www.xeno-canto.org/398905
5496,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,FLMNH17176,FLMNH,Panama,"Panama Canal Zone, Rio Chagres Preserve",NA,NA,13/03/94,Greg Lasley,NA
5497,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,56952,Xeno-Canto,Colombia,"Cano Clarin Viejo, Palermo, Isla de Salamanca, Magdalena",10.99,-74.745,15/05/01,Bernabe Lopez-Lanus,http://www.xeno-canto.org/56952
5498,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,86124,Xeno-Canto,Colombia,"Coloso, Sucre, Montes de Maria",9.505,-75.369,8/08/11,Oswaldo Cortes,http://www.xeno-canto.org/86124
5499,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,86125,Xeno-Canto,Colombia,"Coloso, Sucre, Montes de Maria",9.505,-75.369,8/08/11,Oswaldo Cortes,http://www.xeno-canto.org/86125
5500,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,86126,Xeno-Canto,Colombia,"Coloso, Sucre, Montes de Maria",9.505,-75.369,8/08/11,Oswaldo Cortes,http://www.xeno-canto.org/86126
5501,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,86180,Xeno-Canto,Colombia,"Coloso, Sucre, Montes de Maria",9.505,-75.369,8/08/11,Oswaldo Cortes,http://www.xeno-canto.org/86180
5502,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,271350,Xeno-Canto,Panama,Las Lajas,8.180998,-81.867483,27/02/15,Peter Boesman,http://www.xeno-canto.org/271350
5503,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,351343,Xeno-Canto,Colombia,"Ciénaga de Marimonda, Necoclí, Antioquia",8.5727,-76.8208,2016-10,Nick Bayly,https://www.xeno-canto.org/351343
5504,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,402075,Xeno-Canto,Panama,"Sansón Abajo, Darién",8.2594,-77.7761,2018-01,Kent Livezey,https://www.xeno-canto.org/402075
5505,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,ML79314011,Macaulay Library,"La Guajira, Colombia","Refugio Guajiro, La Guajira, Colombia",NA,NA,21/12/17,Erik Johnson,Lepidopyga-coeruleogularis-ML79314011.wav
5506,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,ML42366331,Macaulay Library,"Sucre, Colombia","CO-Sucre-Coloso - 9.5863x-75.3312 - finca privada, Sucre, Colombia",NA,NA,4/12/16,Nick Komar,Lepidopyga-coeruleogularis-ML42366331.wav
5507,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,ML60259,Macaulay Library,Panama,"Coco Solo (near Colon), Panama",NA,NA,23/01/92,Paul Coopmans,Lepidopyga-coeruleogularis-ML60259.wav
5508,Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,ML39698,Macaulay Library,"Panamá, Panama","Tocumen Marsh, Panamá, Panama",NA,NA,2/02/82,Ted Parker,Lepidopyga-coeruleogularis-ML39698.wav
5509,Lepidopyga goudoti,Shining-green Hummingbird,78827,Xeno-Canto,Colombia,"Casa del Sol Naciente, San Agustin, Huila",1.887,-76.2628,22/05/11,Oswaldo Cortes,http://www.xeno-canto.org/78827
5510,Lepidopyga goudoti,Shining-green Hummingbird,86238,Xeno-Canto,Colombia,"Tibacuy, Cuchilla del Quinini, Cundinamarca",NA,NA,8/08/11,Oswaldo Cortes,http://www.xeno-canto.org/86238
5511,Lepidopyga goudoti,Shining-green Hummingbird,175790,Xeno-Canto,Colombia,"Garzon, Huila",2.2092,-75.6407,13/04/14,Juan Pablo López-O.,http://www.xeno-canto.org/175790
5512,Lepidopyga goudoti,Shining-green Hummingbird,273713,Xeno-Canto,Colombia,"Mana Dulce, Tolima",4.351,-74.652,5/01/10,Peter Boesman,http://www.xeno-canto.org/273713
5513,Lepidopyga goudoti,Shining-green Hummingbird,401434,Xeno-Canto,Colombia,Venadillo. Vereda Limones,4.6768,-74.82,2017-08,Daniela Garzón L,https://www.xeno-canto.org/401434
5514,Lepidopyga lilliae,Sapphire-bellied Hummingbird,ML20252411,Macaulay Library,Colombia,"Parque Nacional Natural Isla de Salamanca, Magdalena, Colombia",NA,NA,4/03/12,Matthew Sarver,NA
5515,Lepidopyga lilliae,Sapphire-bellied Hummingbird,ML167379,Macaulay Library,Colombia,"Via Parque Isla de Salamanca--Lagunas Costeras, Magdalena, Colombia",NA,NA,27/02/13,Peter Hawrylyshyn,NA
5516,Lepidopyga lilliae,Sapphire-bellied Hummingbird,90746,Xeno-Canto,Colombia,VPNN Isla de Salamanca,10.981,-74.727,28/11/11,Walberto Naranjo,http://www.xeno-canto.org/90746
5517,Lepidopyga lilliae,Sapphire-bellied Hummingbird,312365,Xeno-Canto,Colombia,"Isla Salamanca NNP, Sitionuevo, Magdalena",11.006,-74.6834,2/04/16,GABRIEL LEITE,http://www.xeno-canto.org/312365
5518,Lepidopyga lilliae,Sapphire-bellied Hummingbird,366956,Xeno-Canto,Colombia,"PNN Salamanca W, north of road by Ministerio centre",11007,-74588,2017-01,Oswaldo Cortes,https://www.xeno-canto.org/366956
5519,Lesbia nuna,Green-tailed Trainbearer,FLMNH20664,FLMNH,Colombia,"Andina (Región)riño (Departamento), Pasto, Laguna de la Cocha",NA,NA,11/03/71,"Ben B, Jr. Coffey",NA
5520,Lesbia nuna,Green-tailed Trainbearer,FLMNH20863,FLMNH,Colombia,"Andina (Región)riño (Departamento), Pasto, Laguna de la Cocha, Chalet G (?)",NA,NA,11/03/71,"Ben B, Jr. Coffey",NA
5521,Lesbia nuna,Green-tailed Trainbearer,FLMNH21054,FLMNH,Colombia,"Andina (Región)riño (Departamento), Pasto, Laguna de la Cocha",NA,NA,11/03/71,"Ben B, Jr. Coffey",NA
5522,Lesbia nuna,Green-tailed Trainbearer,201866,Xeno-Canto,Ecuador,"Parque Universitario [PUEAR], Universidad Nacional de Loja (Loja)",-4.0364,-79.1931,27/10/12,Leonardo Ordóñez-Delgado,http://www.xeno-canto.org/201866
5523,Lesbia nuna,Green-tailed Trainbearer,238421,Xeno-Canto,Ecuador,Loja: 2 km E Cariamanga,-4.328,-79.53,8/04/91,Niels Krabbe,http://www.xeno-canto.org/238421
5524,Lesbia nuna,Green-tailed Trainbearer,260524,Xeno-Canto,Ecuador,"Pichincha: Yanacocha, Volcán Pichincha",-0.112,-78.585,1997-08-00,Mitch Lysinger,http://www.xeno-canto.org/260524
5525,Lesbia nuna,Green-tailed Trainbearer,18406,Xeno-Canto,Peru,Willcarpay - near Cusco City,-13.5584,-71.9387,7/03/08,Israel Aragon,http://www.xeno-canto.org/18406
5526,Lesbia nuna,Green-tailed Trainbearer,62283,Xeno-Canto,Peru,"Urubamba, Cuzco",-13.2989,-72.1189,2008-09-00,Thomas Donegan,http://www.xeno-canto.org/62283
5527,Lesbia nuna,Green-tailed Trainbearer,357426,Xeno-Canto,Colombia,"El Cerrito, La Calera, Cundinamarca",4.6644,-73.9644,12/02/17,Guy Kirwan,https://www.xeno-canto.org/357426
5528,Lesbia nuna,Green-tailed Trainbearer,59474,Xeno-Canto,Peru,"Urubamba, Cuzco",-13.2989,-72.1189,2008-09-00,Thomas Donegan,https://www.xeno-canto.org/59474
5529,Lesbia victoriae,NA,BLB18523,Borror,Ecuador,"Universidad Catolica, La Flora Sector (16), Quito, Ecuador",-0.1667,-78.5,8/11/91,"Baptista, L. F. (Luis F.)",http://osuc.osu.edu/blbmp3s/BLB18523.mp3
5530,Lesbia victoriae,Black-tailed Trainbearer,ML28438,Macaulay Library,Ecuador,"Pichincha,,10.0 km NW of Quito",-0.2,-78.6166667,21/03/81,"van den Berg, Arnoud B",https://macaulaylibrary.org/asset/28438
5531,Lesbia victoriae,Black-tailed Trainbearer,11311,Xeno-Canto,Colombia,"Bogota, Quebrada la Vieja",4.6231,-74.0562,12/12/02,Doug Knapp,http://www.xeno-canto.org/11311
5532,Lesbia victoriae,Black-tailed Trainbearer,35957,Xeno-Canto,Ecuador,"Bosque protector Jerusalem, Pichincha",NA,NA,17/06/09,Roger Ahlman,http://www.xeno-canto.org/35957
5533,Lesbia victoriae,Black-tailed Trainbearer,38033,Xeno-Canto,Ecuador,"Cotopaxi NP, Pichincha",-0.6501,-78.4806,21/10/08,Nadia Tjong Ayong,http://www.xeno-canto.org/38033
5534,Lesbia victoriae,Black-tailed Trainbearer,38034,Xeno-Canto,Ecuador,"Cotopaxi NP, Pichincha",-0.6501,-78.4806,21/10/08,Nadia Tjong Ayong,http://www.xeno-canto.org/38034
5535,Lesbia victoriae,Black-tailed Trainbearer,198023,Xeno-Canto,Ecuador,"Quito, Distrito Metropolitano de Quito, Pichincha",-0.1783,-78.4666,29/10/13,Cedric MROCZKO,http://www.xeno-canto.org/198023
5536,Lesbia victoriae,Black-tailed Trainbearer,238424,Xeno-Canto,Ecuador,Zamora-Chinchipe: near Bestión,-3.432,-79.011,2/11/92,Niels Krabbe,http://www.xeno-canto.org/238424
5537,Lesbia victoriae,Black-tailed Trainbearer,238426,Xeno-Canto,Ecuador,"Pichincha: La Buena Esperanza, Tumbaco",-0.198,-78.385,2/02/93,Niels Krabbe,http://www.xeno-canto.org/238426
5538,Lesbia victoriae,Black-tailed Trainbearer,238429,Xeno-Canto,Ecuador,"Pichincha: La Buena Esperanza, Tumbaco",-0.198,-78.385,10/02/94,Niels Krabbe,http://www.xeno-canto.org/238429
5539,Lesbia victoriae,Black-tailed Trainbearer,238430,Xeno-Canto,Ecuador,"Pichincha: La Buena Esperanza, Tumbaco",-0.198,-78.385,24/10/93,Niels Krabbe,http://www.xeno-canto.org/238430
5540,Lesbia victoriae,Black-tailed Trainbearer,257852,Xeno-Canto,Ecuador,Pichincha: 2 km E of Calacalí,NA,-78.488,2000-06-00,John V. Moore,http://www.xeno-canto.org/257852
5541,Lesbia victoriae,Black-tailed Trainbearer,260521,Xeno-Canto,Ecuador,Pichincha: Tumbaco area,-0.217,-78.4,1999-08-00,Mitch Lysinger,http://www.xeno-canto.org/260521
5542,Lesbia victoriae,Black-tailed Trainbearer,304851,Xeno-Canto,Ecuador,"Puembo, Distrito Metropolitano de Quito, Pichincha",-0.1896,-78.353,12/02/16,Dan Lane,http://www.xeno-canto.org/304851
5543,Lesbia victoriae,Black-tailed Trainbearer,14661,Xeno-Canto,Peru,Cusco surroundings - Tayankani,-13.5262,-71.9084,27/07/07,Israel Aragon,http://www.xeno-canto.org/14661
5544,Lesbia victoriae,Black-tailed Trainbearer,14695,Xeno-Canto,Peru,Cusco surroundings - Tayankani,-13.5262,-71.9084,28/07/07,Israel Aragon,http://www.xeno-canto.org/14695
5545,Lesbia victoriae,Black-tailed Trainbearer,345902,Xeno-Canto,Colombia,"Bogotá, Cerro de Monserrate",4.6071,-74.0539,9/12/16,Nick Komar,https://www.xeno-canto.org/345902
5546,Lesbia victoriae,Black-tailed Trainbearer,260522,Xeno-Canto,Ecuador,Pichincha: Tumbaco area,-217,-78.4,1999-08-00,Mitch Lysinger,https://www.xeno-canto.org/260522
5547,Leucippus baeri,NA,BRL0075,British Library,Peru,"Coto de Caza el Angolo, Tumbes Reserved Zone",NA,NA,3/20/2002,NA,NA
5548,Leucippus baeri,NA,BRL0076,British Library,Peru,"Coto de Caza el Angolo, Tumbes Reserved Zone",NA,NA,3/18/2002,NA,NA
5549,Leucippus baeri,Tumbes Hummingbird,ML13285,Macaulay Library,Peru,"Lambayeque,,Olmos; Quebrada San Isidro",-5.6666667,-78.9166667,20/09/77,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/13285
5550,Leucippus baeri,Tumbes Hummingbird,ML13358,Macaulay Library,Peru,"Lambayeque,,5.0 km N of Naupe",-5.6,-79.9,1/06/78,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/13358
5551,Leucippus baeri,Tumbes Hummingbird,257815,Xeno-Canto,Ecuador,Loja: 12 km N of El Empalme,-4.067,-79.817,1999-03-00,John V. Moore,http://www.xeno-canto.org/257815
5552,Leucippus baeri,Tumbes Hummingbird,257816,Xeno-Canto,Ecuador,Loja: 12 km N of El Empalme,-4.067,-79.817,1999-03-00,John V. Moore,http://www.xeno-canto.org/257816
5553,Leucippus baeri,Tumbes Hummingbird,276145,Xeno-Canto,Ecuador,Loja: Zapotillo,-4.387,-80.244,9/01/03,Jonas Nilsson,http://www.xeno-canto.org/276145
5554,Leucippus baeri,Tumbes Hummingbird,3970,Xeno-Canto,Peru,"Suyo, Piura",-4.4834,-79.9834,6/09/03,Nick Athanas,http://www.xeno-canto.org/3970
5555,Leucippus baeri,Tumbes Hummingbird,9751,Xeno-Canto,Peru,Quebrada Frejolillo - Piura,-5.7078,-79.7251,12/01/07,Fernando Angulo,http://www.xeno-canto.org/9751
5556,Leucippus baeri,Tumbes Hummingbird,9752,Xeno-Canto,Peru,Quebrada Frejolillo - Piura,-5.7078,-79.7251,12/01/07,Fernando Angulo,http://www.xeno-canto.org/9752
5557,Leucippus baeri,Tumbes Hummingbird,15736,Xeno-Canto,Peru,"Chaparri Lodge, Lambayeque",-6.5439,-79.4814,26/10/07,Roger Ahlman,http://www.xeno-canto.org/15736
5558,Leucippus baeri,Tumbes Hummingbird,28917,Xeno-Canto,Peru,"Chaparri Lodge, Lambayeque",-6.5439,-79.4814,9/11/08,Charlie Vogt,http://www.xeno-canto.org/28917
5559,Leucippus baeri,Tumbes Hummingbird,276146,Xeno-Canto,Peru,Lambayeque: Quebrada Querpón,-5.577,-79.834,29/06/03,Jonas Nilsson,http://www.xeno-canto.org/276146
5560,Leucippus baeri,Tumbes Hummingbird,276147,Xeno-Canto,Peru,Lambayeque: Quebrada Querpón,-5.577,-79.834,29/06/03,Jonas Nilsson,http://www.xeno-canto.org/276147
5561,Leucippus baeri,Tumbes Hummingbird,297080,Xeno-Canto,Peru,Quebrada Frejolillo - Piura,-5.7078,-79.7251,5/07/15,Ross Gallardy,http://www.xeno-canto.org/297080
5562,Leucippus chlorocercus,NA,FLMNH06790,FLMNH,Peru,"Loreto Prov., Isla Tuhauayo, Isla Tuhauayo (120X30 M, 2-Yr. Old Island In Rio Napo, Opposite Negro Erco(?) 80 Km N Iquitos",NA,NA,6/07/83,Gary Rosenberg,NA
5563,Leucippus chlorocercus,Olive-spotted Hummingbird,ML113131,Macaulay Library,Brazil,"Amazonas,,Rio SolimÁµes; Ilha Marchantaria",-3.2638889,-59.9561111,18/09/98,"Marantz, Curtis A",https://macaulaylibrary.org/asset/113131
5564,Leucippus chlorocercus,Olive-spotted Hummingbird,ML127490,Macaulay Library,Brazil,"Amazonas,,Rio SolimÁµes; Ilha Marchantaria",-3.2283333,-59.9383333,25/10/00,"Marantz, Curtis A",https://macaulaylibrary.org/asset/127490
5565,Leucippus chlorocercus,Olive-spotted Hummingbird,ML127580,Macaulay Library,Brazil,"Amazonas,,Rio SolimÁµes; Ilha Marchantaria",-3.2283333,-59.9383333,1/12/00,"Marantz, Curtis A",https://macaulaylibrary.org/asset/127580
5566,Leucippus chlorocercus,Olive-spotted Hummingbird,ML127581,Macaulay Library,Brazil,"Amazonas,,Rio SolimÁµes; Ilha Marchantaria",-3.2283333,-59.9383333,1/12/00,"Marantz, Curtis A",https://macaulaylibrary.org/asset/127581
5567,Leucippus chlorocercus,Olive-spotted Hummingbird,ML188632,Macaulay Library,Peru,"Loreto,,Rio Napo; young island off mouth Quebrada Sucusari",-3.279374,-72.921149,4/04/94,"Donahue, Paul K",https://macaulaylibrary.org/asset/188632
5568,Leucippus chlorocercus,Olive-spotted Hummingbird,ML190513,Macaulay Library,Peru,"Loreto,,Pampa Hermosa, mouth of Rio Cushabatay",-7.2051147,-75.294199,17/08/96,"Lane, Daniel F",https://macaulaylibrary.org/asset/190513
5569,Leucippus chlorocercus,Olive-spotted Hummingbird,ML29229,Macaulay Library,Peru,"Loreto,,Rio Napo; Isla Ronsoco",-3,-73.3333333,2/06/82,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/29229
5570,Leucippus chlorocercus,Olive-spotted Hummingbird,ML30815,Macaulay Library,Peru,"Loreto,,Rio Napo; Isla Tamanco",-3.5,-73,17/06/83,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/30815
5571,Leucippus chlorocercus,Olive-spotted Hummingbird,ML30819,Macaulay Library,Peru,"Loreto,,Rio Napo; Isla Tamanco",-3.5,-73,17/06/83,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/30819
5572,Leucippus chlorocercus,Olive-spotted Hummingbird,ML45570,Macaulay Library,Peru,"Loreto,,Isla Timicurillo; Rio Amazonas",-3.5,-73,29/06/87,"Parker, III, Theodore A",https://macaulaylibrary.org/asset/45570
